cluster,n,pct_sample,CusAgeYr_mean,CusAgeYr_median,CusGen_mean,CusGen_median,LevEdn_mean,LevEdn_median,LevIncome_mean,LevIncome_median,CusAcct_mean,CusAcct_median,CusChoice_mean,CusChoice_median,ConstUp_mean,ConstUp_median,ReplacReminder_mean,ReplacReminder_median,ProdReturn_mean,ProdReturn_median,ProInsuCov_mean,ProInsuCov_median
1,540,54.21686746987952,32.96111111111111,33.0,0.6055555555555555,1.0,1.487037037037037,1.0,3.596296296296296,3.0,0.6814814814814815,1.0,5.224074074074074,5.0,4.6648148148148145,5.0,5.525925925925926,5.0,4.65,5.0,4.544444444444444,4.0
2,456,45.78313253012048,38.57236842105263,39.0,0.5197368421052632,1.0,1.5328947368421053,1.0,2.9276315789473686,3.0,0.42543859649122806,0.0,4.0548245614035086,4.0,3.8399122807017543,4.0,2.991228070175439,3.0,2.8157894736842106,3.0,3.008771929824561,3.0
