cluster_kmeans,CusChoice,ConstUp,ReplacReminder,ProdReturn,ProInsuCov
1,5.224074074074074,4.6648148148148145,5.525925925925926,4.65,4.544444444444444
2,4.0548245614035086,3.8399122807017543,2.991228070175439,2.8157894736842106,3.008771929824561
